#{"t_start": 1747523962.9248097, "env_id": "None"}
r,l,t
8.050228,11,100.850724
2.5115213,10,100.919512
8.826512,10,100.992682
1.4,10,101.056527
8.299999,10,101.129477
3.3400357,8,101.202283
4.280625,9,101.260244
4.0,9,101.319217
5.195072,10,101.377423
8.184813,10,101.435249
6.1505423,11,101.487888
3.2779036,10,101.535315
4.868056,9,101.58429
8.0650625,10,101.662983
5.473183,11,101.741239
6.8851023,10,101.790379
8.203026,10,101.846494
5.790237,9,101.894052
4.4659286,10,101.966095
6.1405315,9,102.070596
3.8531725,10,102.139587
4.443865,9,102.19011
0.049999982,10,102.249794
4.2701864,10,102.343933
3.7271543,10,102.400342
4.062173,10,102.456338
6.7974944,10,102.505397
2.5532904,11,102.567517
3.2500005,10,102.620369
9.00907,10,102.679717
5.8732986,11,102.734414
8.284224,11,102.795576
6.2716494,10,102.847286
5.5315914,11,102.91959
6.8759975,8,102.981423
5.598842,10,103.040163
0.65,9,103.110774
3.7298715,10,103.174557
7.8454294,9,103.223412
5.819548,10,103.284089
2.8358064,8,103.358823
6.3043,9,103.409486
5.705845,10,103.453249
8.052065,10,103.517087
8.157379,11,103.588274
3.005941,10,103.642672
8.84209,10,103.696993
4.945813,10,103.747567
3.467324,9,103.786149
4.4679503,10,103.835173
8.474863,10,103.883495
8.394424,9,103.928671
8.092843,10,103.989204
4.673538,10,104.033129
6.4915433,11,104.093797
6.2491903,9,104.13556
5.576239,10,104.197788
8.471012,10,104.286124
6.744945,10,104.336581
5.854791,9,104.379133
5.92682,10,104.425787
3.5669384,11,104.477164
-0.45,10,104.522214
6.7843876,10,104.585984
8.7158,9,104.643179
7.3758855,10,104.686318
4.852517,11,104.734129
6.819929,10,104.77949
3.7372503,11,104.829824
5.064328,10,104.887578
9.179461,9,104.938612
5.167423,10,105.000631
1.8356019,9,105.054747
5.305571,9,105.103733
8.273651,11,105.16233
5.8984523,10,105.213335
0.099999994,10,105.273117
2.8243887,10,105.331412
6.0991883,9,105.468138
2.5218146,10,108.250226
4.27086,10,108.301743
4.1728983,11,108.364112
3.9634962,11,108.416688
6.897501,10,108.48044
4.610395,10,108.53536
5.2445974,11,108.602566
3.493115,9,108.664725
6.9370646,10,108.748081
9.235092,10,108.827408
5.900962,9,108.895204
6.564032,10,108.988164
3.3720713,9,109.053893
6.496171,10,109.130507
4.7703695,11,109.205375
0.15,10,109.269547
6.599564,11,109.331677
7.598467,11,109.391688
6.807782,9,109.455946
2.1791477,10,109.499473
9.018417,9,109.546978
8.741705,10,109.600624
3.8160918,10,109.681039
3.963854,10,109.744006
5.648428,10,109.79272
2.1212077,9,109.845784
4.5725555,10,109.90947
4.552681,10,109.956401
4.8663235,10,110.013353
7.5735164,10,110.07323
5.9836473,10,110.12467
3.0911217,10,110.182556
5.367255,11,110.257551
1.8403146,9,110.323269
7.3463635,9,110.365741
4.584132,10,110.41201
8.147681,10,110.454221
0.8500001,10,110.505082
4.01606,10,110.567658
8.269212,10,110.630929
7.6617036,10,110.679007
6.709598,10,110.732934
7.912173,10,110.798163
8.266337,10,110.879501
8.843834,10,110.949167
7.838129,10,111.000383
7.7959523,11,111.091962
7.2006907,11,111.167011
7.0637894,10,111.221581
4.391433,9,111.274947
4.3935194,10,111.346143
8.261877,10,111.414318
6.0292053,10,111.492121
1.5049365,12,111.577291
4.5223956,9,111.635939
1.8500001,9,111.689598
7.4434214,10,111.781407
2.2243867,9,111.860072
8.54163,10,111.941142
1.8500001,10,112.007936
5.966073,10,112.092023
0.65,8,112.148648
2.6885624,9,112.191308
4.8710184,10,112.25876
8.652288,10,112.308322
6.5872765,12,112.367333
3.6369598,11,112.421331
4.1840115,11,112.480709
5.067242,11,112.539659
8.798406,10,112.596594
5.703558,10,112.643524
1.986164,11,112.724576
8.928379,9,112.791261
5.812859,10,112.84774
3.6823442,10,112.918296
1.3,8,112.963424
2.85,8,113.026941
7.6856155,10,113.11595
6.3621144,10,113.174425
2.4911137,9,113.223275
6.615567,10,113.275364
3.1699843,9,113.330429
5.948889,11,113.403466
7.2532697,11,113.479565
9.003481,11,113.541041
5.545262,10,113.595362
11.631201,11,113.667715
3.115269,9,113.728152
4.2186403,10,113.782503
2.942907,10,113.847286
5.1054025,8,113.898834
3.522893,10,113.954545
2.3761897,11,114.020507
7.263696,11,114.100813
6.0577936,9,114.154858
5.466469,10,114.213927
3.2586875,11,114.284701
7.6003313,10,114.348803
4.193874,11,114.444608
5.1,8,114.513347
6.8868732,10,114.56396
2.9079247,9,114.607833
4.0226054,10,114.65665
6.985835,12,117.384447
7.40341,10,117.458159
6.5762577,10,117.534864
4.374553,10,117.595125
5.7596917,10,117.647657
5.1595554,9,117.692596
5.735792,10,117.73847
4.426634,10,117.796421
5.4198084,10,117.862245
2.6829264,11,117.934155
7.0975833,10,118.009172
6.2709136,10,118.060947
4.139423,10,118.104533
7.0722384,10,118.193053
3.6024222,9,118.233011
4.1145587,11,118.31556
4.441984,11,118.37995
5.0102315,9,118.426447
7.5667577,11,118.514729
5.4185123,11,118.583892
7.3907757,10,118.633031
4.151928,10,118.681301
6.1736784,11,118.728615
1.55,10,118.795738
8.363511,10,118.844625
7.514316,9,118.891354
8.600471,9,118.929222
5.7552633,10,118.973802
7.0084996,10,119.025328
5.9299445,10,119.081835
8.380753,10,119.152754
3.4884696,9,119.193019
1.8678293,9,119.250949
8.190076,10,119.318458
4.5624022,11,119.384675
4.074268,10,119.429892
8.178132,11,119.485152
8.712258,11,119.546676
10.272035,10,119.613054
4.263488,9,119.681521
1.1546097,10,119.735709
7.530488,10,119.783228
7.9601026,11,119.834409
1.7730708,10,119.919871
4.4500003,9,119.967966
6.7061105,10,120.022645
3.6792402,11,120.069199
4.365366,10,120.172006
5.688354,9,120.223783
3.6857677,10,120.276228
4.3548303,10,120.346047
5.423592,10,120.414078
5.25,11,120.485028
5.320162,10,120.532365
-0.6,11,121.854097
1.5999999,10,121.901208
5.2106643,11,121.971914
1.0,9,122.029419
3.15,10,122.097365
5.040308,10,122.164597
-0.35000005,10,122.230955
6.4649677,10,122.301507
6.930059,11,122.37208
3.2887292,9,122.436427
5.0366125,11,122.490183
8.678596,10,122.538669
6.4959884,10,122.594433
7.3296556,11,122.656069
8.839103,10,122.714423
5.660633,10,122.789751
3.092371,10,122.837835
8.447897,11,122.885036
3.9100633,10,122.998251
0.6,11,123.106173
3.85,9,123.168932
5.9275117,9,123.216805
4.457841,11,123.273077
9.116854,11,123.323681
4.381788,11,123.37641
4.2006936,10,123.429457
1.3,9,123.47412
2.9873698,10,123.517115
3.45811,10,123.561538
5.6933537,10,123.607536
7.6337442,10,123.679222
5.578857,11,123.75367
8.077946,10,123.819244
3.0651171,9,123.873153
2.6505249,10,123.951721
6.285347,11,124.001037
4.910823,10,124.061879
6.9280596,11,124.111731
6.935241,10,124.165293
2.65467,11,124.220199
7.246494,10,124.268769
6.552748,10,124.314721
9.07135,10,124.368765
2.985684,10,124.411554
10.318538,9,124.465259
7.162345,11,124.52015
4.6000004,10,124.584359
5.5292587,10,127.358156
5.807969,10,127.415509
6.4923553,11,127.508346
6.4936395,10,127.592568
3.6009486,11,127.663761
3.4850264,10,127.72205
5.0542917,10,127.788359
8.012695,10,127.836967
1.9201765,11,127.887617
5.4379096,10,127.93165
5.0555935,10,127.979864
5.9606385,9,128.018009
7.1058226,11,128.067846
6.2170463,11,128.116848
4.7929945,10,128.162158
4.543751,10,128.205828
0.40000004,10,128.258829
7.9481406,10,128.305016
3.6845973,10,128.392744
5.6852875,10,128.484186
6.2600303,10,128.531482
4.760256,9,128.578272
8.130988,10,128.626926
5.6812315,10,128.672696
6.7840996,11,128.737179
4.465389,11,128.783805
6.073497,11,128.837852
5.713487,10,128.882827
5.023174,10,128.94041
4.129798,11,129.001881
4.0344667,10,129.06046
4.5798965,10,129.122344
6.27715,10,129.187631
4.3887005,10,129.254752
6.697794,9,129.299246
3.2410357,10,129.346653
2.7038078,9,129.401382
3.2431827,9,129.447165
1.45,10,129.510752
7.1748495,11,129.579603
4.6437435,10,129.637668
4.1190815,10,129.708958
8.36646,10,129.783036
6.1417646,10,129.839257
8.355658,10,129.890163
7.496611,10,129.941666
4.8803835,11,129.994577
4.6274185,10,130.048858
3.5240977,10,130.097177
5.0328655,10,130.160273
6.5343723,11,130.224534
5.3124976,10,130.278241
2.0500002,9,130.354464
4.4165654,10,130.400692
7.0985518,11,130.451545
4.945767,10,130.507862
6.0577497,10,130.562708
5.6107726,10,130.619763
4.489197,10,130.677684
8.35979,10,130.73215
8.826918,10,130.792181
6.920105,11,130.850788
6.791527,9,130.90653
2.5,10,130.971035
7.129291,11,131.043222
5.916434,11,131.119935
4.3344755,9,131.165105
6.655991,10,131.220556
4.259032,9,131.268029
5.0159945,9,131.327452
5.0726495,11,131.388021
5.36472,10,131.450939
4.771668,11,131.543627
7.6870055,10,131.608317
8.993931,11,131.667816
7.64433,10,131.736269
6.8697224,10,131.787988
4.7774186,10,131.860813
7.909253,9,131.932873
4.1581416,9,131.986315
7.9695096,9,132.047504
2.3306627,9,132.093826
5.6275306,11,132.159051
6.9704485,10,132.208033
8.546399,10,132.253028
6.280711,10,132.296249
6.2643604,10,132.34031
7.965699,10,132.38365
5.8794236,11,132.433003
1.9499999,8,132.47434
0.24999999,9,132.546415
8.813277,10,132.616424
6.2753057,10,132.665197
4.320143,11,132.715757
5.988738,10,132.776479
3.2901602,10,132.843463
2.971223,9,132.894942
7.0232997,10,132.947289
4.5134816,9,132.991483
3.1841555,10,133.049328
7.910483,10,133.090395
6.741162,10,133.138178
5.101287,11,135.934472
7.1464915,11,135.982455
7.4736433,11,136.03784
7.5953746,9,136.07788
1.35,10,136.158995
4.0461,9,136.209501
4.827986,10,136.260702
0.75,10,136.325871
7.7,10,136.389323
4.419319,9,136.453063
3.9,10,136.512171
5.383981,10,136.589198
4.2287135,10,136.648829
4.964139,11,136.699801
5.74074,10,136.746885
2.05,9,136.789769
0.6,9,136.831898
4.8566523,10,136.87588
6.3205657,9,136.919047
4.8510528,11,136.969989
8.228085,10,137.028588
1.8675197,11,137.08836
8.312586,10,137.149771
9.796115,10,137.214711
4.3,10,137.287094
4.716847,10,137.35521
3.8815815,10,137.413703
10.196631,10,137.465298
2.388467,10,137.512387
6.6998186,11,137.584561
5.6183066,10,137.631011
4.75,10,137.676941
6.667644,11,137.724103
5.351041,11,137.76932
8.388247,10,137.812975
7.092502,11,137.860373
4.605272,10,137.922011
6.0644794,11,137.996796
2.0248308,10,138.059948
4.92738,11,138.119275
1.8999999,7,138.161102
5.4490204,10,138.226099
7.81542,10,138.290812
6.294697,11,138.357756
5.2210417,10,138.40569
4.116216,10,138.462343
5.2423787,9,138.513801
6.489565,10,138.602077
6.390545,10,138.661184
6.075125,9,138.707736
7.4382067,11,138.763527
9.244235,11,138.814394
5.9229774,10,138.862852
7.4055576,10,138.907969
6.0674534,10,138.959327
5.0725822,10,139.020975
4.7685385,10,139.086807
2.4975357,10,139.141881
4.532531,11,139.211495
4.12,11,139.282255
6.11202,10,139.345381
3.4105368,9,139.406213
5.0188327,9,139.469285
6.536929,11,139.54339
5.3961368,11,139.621238
5.257238,10,139.691651
8.260468,10,139.773654
3.1831572,8,139.826754
6.4991345,10,139.892938
3.250731,10,139.94915
7.3453794,11,140.040152
3.9948885,10,140.112358
3.8013062,10,140.168293
7.85862,11,140.24243
6.0509,10,140.295646
2.4638007,11,140.355958
4.2454433,11,140.40292
2.1732428,11,140.454487
6.5658107,9,140.498071
5.9985943,10,140.572254
6.2382464,9,140.627079
3.511289,11,140.682562
7.6263566,11,140.749588
8.008463,10,140.821175
4.1968613,10,140.869006
4.351652,10,140.919027
1.6810782,10,140.969948
6.2846193,11,141.020452
6.8240633,11,141.074665
6.075303,10,141.116541
4.2707353,10,141.168518
4.3122964,11,141.240409
2.0,9,141.309941
3.6000001,9,141.364752
5.6393394,10,141.444738
5.366241,10,141.51802
8.462305,9,141.565499
4.730705,10,141.636832
5.540407,11,141.713315
0.85,8,141.74855
7.7068996,10,141.807757
7.718521,10,141.863008
7.4480615,10,144.871363
3.044746,11,144.936395
5.121294,10,144.995015
3.4192748,9,145.049649
5.8033166,11,145.132703
5.410132,11,145.221738
3.5423162,11,145.2957
6.9827104,10,145.369564
-0.50000006,10,145.425044
6.3005466,10,145.476451
4.796973,10,145.529404
1.35,10,145.592034
6.827998,10,145.659274
6.1839004,11,145.721775
7.1222982,10,145.796221
2.7915041,10,145.862056
2.930743,10,145.920202
8.26549,11,145.982928
4.816525,9,146.044046
5.5561757,11,146.105922
4.999074,8,146.161593
4.474063,11,146.222123
7.2042093,10,146.296469
3.9893494,11,146.375526
2.625412,11,146.452895
4.371447,10,146.53553
7.4818344,10,146.598621
4.567769,10,146.644323
7.619468,11,146.710681
11.989847,9,146.747576
3.7950366,11,146.819009
6.5474677,11,146.891778
3.1390657,11,146.951571
6.7991858,10,146.998897
6.9814215,11,147.073662
8.088798,11,147.125626
-0.55,10,147.182395
8.743619,10,147.229494
7.3282332,10,147.282489
2.797063,10,147.366381
6.902642,10,147.430409
2.45,10,147.485924
4.361947,11,147.56517
5.977393,11,147.618158
7.998274,11,147.708269
7.3403707,10,147.753317
3.75609,10,147.798691
7.009428,10,147.850014
4.889015,10,147.928395
7.0645237,9,147.98099
2.8814006,10,148.038666
3.5147667,10,148.093304
6.706805,10,148.137782
4.3301525,10,148.190686
4.1289535,9,148.228148
7.212496,8,148.272028
5.041581,12,148.431685
2.3495502,11,148.493393
2.8788688,10,148.549284
4.0419207,9,148.594856
6.8815436,11,148.646213
0.6,10,148.70058
2.75,11,148.763483
2.9017854,11,148.83845
4.5590305,11,148.887799
7.79266,10,148.931612
4.5024843,9,148.975869
5.901121,11,149.044923
6.9691753,11,149.119136
6.4326444,11,149.169887
6.7365236,10,149.223249
6.000901,10,149.287749
8.0639515,10,149.340316
6.6848083,11,149.39489
7.1203227,11,149.460455
7.292526,9,149.526981
6.0675383,11,149.617637
5.2492957,10,149.675547
6.2371845,9,149.730143
9.002244,10,149.778604
3.9369376,9,149.818725
3.0364175,11,149.887807
4.153906,10,149.958244
7.6771116,10,150.027049
1.7137296,11,150.095768
6.6750627,10,150.140685
3.4500003,10,150.186757
3.3016083,10,150.229703
5.104207,11,150.279936
6.8432393,9,150.325187
5.8419795,10,150.396004
7.3796062,9,150.451877
5.8720417,11,150.509963
6.392903,10,150.579064
5.700154,11,150.634458
9.183426,9,150.675376
4.660813,11,150.737553
4.850519,10,150.787484
5.442891,10,150.835558
4.2945547,11,150.895003
6.099685,11,153.872835
2.187002,10,153.946802
3.3221834,11,154.025388
4.2296505,11,155.357892
8.674584,10,155.405783
8.534669,10,155.459178
5.804298,9,155.502547
4.631542,11,155.557823
3.3901963,10,155.616637
2.4831536,11,155.688038
9.489249,11,155.743003
4.0711117,10,155.817242
6.4449863,10,155.873507
3.2921882,10,155.930235
5.8809576,10,155.983701
3.6392705,11,156.056859
0.9068501,11,156.115077
8.936673,10,156.165996
5.040077,10,156.226839
2.35,9,156.280993
3.6430497,10,156.34425
5.2137957,11,156.424391
3.379793,11,156.512645
1.2320886,10,156.560932
7.6129813,10,156.605111
8.1565485,10,156.649827
8.260422,9,156.69282
9.4716625,11,156.742393
5.431345,10,156.808235
2.9412656,10,156.859066
8.03634,10,156.910226
3.861837,11,156.963197
9.397467,11,157.024734
3.655117,9,157.10655
6.6659956,10,157.181945
9.001176,11,157.231866
6.9906025,10,157.283972
0.19999999,9,157.322283
8.150246,10,157.39537
5.765458,11,157.489678
6.1248093,11,157.5469
2.5000005,11,157.597784
2.8321538,11,157.666465
1.0435965,10,157.74158
3.5787795,10,157.792698
4.4214544,10,157.86062
3.6739507,11,157.911805
4.6578684,12,157.96131
5.1767836,11,158.020843
2.7000003,11,158.072679
1.4,7,158.108916
3.9320984,11,158.183737
5.1778765,10,158.224527
8.189381,11,158.275728
2.5261736,9,158.31596
1.0745013,10,158.377277
7.650183,11,158.441439
4.4296317,10,158.520571
3.7261462,11,158.606219
4.7203994,10,158.655431
3.45,10,158.703958
5.0,9,158.747248
8.393442,10,158.796943
4.7727194,10,158.858887
0.81073195,10,158.912786
3.967884,10,158.984265
5.095832,10,159.058269
6.1330442,10,159.121551
5.123259,12,159.175675
8.004951,11,159.243963
-0.5,10,159.28877
7.540851,11,159.339556
5.494765,10,159.400497
4.960731,11,159.468316
3.2500005,10,159.522989
4.8657684,10,159.583422
3.85496,11,159.668406
5.9309034,10,159.735806
-0.2,10,159.791931
1.955584,10,159.860608
0.19999999,10,159.916188
3.0568519,8,159.966928
5.9534993,11,160.030763
6.635864,11,160.117113
3.9024389,9,160.179527
4.3527746,10,160.232289
4.50168,9,160.286469
7.1909847,11,160.345327
4.853242,11,160.424079
5.3540034,10,160.47866
4.762579,10,160.521924
4.420992,10,160.576804
5.7,9,160.629326
4.6012263,9,160.682757
3.3629756,11,160.733128
3.65,9,160.782017
5.356814,10,160.831618
5.285035,9,160.876039
5.676749,10,160.924589
5.391349,9,160.963776
10.035944,10,161.025409
0.10000001,10,163.970179
0.25,9,164.048848
6.625675,11,164.139701
8.391932,10,164.198948
1.2517099,9,164.244582
7.423306,10,164.301111
8.098647,10,164.351308
6.231884,11,164.407169
7.690039,10,164.451727
5.0715847,9,164.491938
7.330223,10,164.539161
8.146926,11,164.588856
8.012594,11,164.649364
7.109622,8,164.702697
5.5417995,10,164.766737
7.5558434,10,164.844752
10.897838,11,164.902944
6.0282445,10,164.958213
7.608429,10,165.008605
7.039576,10,165.067032
3.5512662,11,165.127183
6.3980484,10,165.171673
8.550884,10,165.215542
4.9500003,9,165.262172
8.151217,10,165.308129
3.360508,11,165.368916
5.003649,11,165.420892
4.8959475,9,165.469003
7.3820367,11,165.518885
3.8013263,10,165.562073
6.383389,10,165.610143
7.816515,11,165.674511
6.5773163,10,165.732318
0.25,9,165.788895
6.8430614,12,165.840777
7.769171,10,165.890628
5.780136,9,165.956754
3.4558039,11,166.019375
7.686513,10,166.082822
5.9485664,9,166.144111
2.6238918,11,166.228992
5.0053434,9,166.287705
6.9994793,9,166.332685
7.4916143,9,166.377608
3.621075,10,166.421558
4.536701,10,166.470007
3.9,9,166.526702
9.1881,10,166.593014
7.313818,10,166.661306
7.9726415,10,166.720397
5.9090767,9,166.779794
0.049999997,11,166.85112
8.052464,11,166.926597
6.563137,10,166.99157
7.092604,11,167.059421
5.8193583,10,167.140105
3.629681,10,167.207613
7.0607696,11,167.295021
6.6498685,10,167.354862
9.075064,10,167.405162
4.3661914,10,167.45505
5.2910895,11,167.505781
0.5500001,10,167.560578
8.323701,10,167.622962
4.109685,10,167.689985
7.069797,11,167.743341
4.424758,11,167.803088
0.19999999,9,167.84628
7.388296,11,167.896424
3.3576286,10,167.940263
7.4312425,10,167.988678
2.5645509,9,168.026464
7.7419415,10,168.07621
6.0312586,10,168.13219
6.7917953,11,168.19246
6.522749,10,168.240919
6.781547,11,168.289255
7.9551578,10,168.34475
5.316856,11,168.435734
8.800163,10,168.502812
3.5870404,9,168.541977
6.3700395,11,168.594305
2.540772,10,168.642014
3.6736727,10,168.695991
1.25,10,168.743985
7.8748155,11,168.80758
7.328367,10,168.851735
5.187188,10,168.902356
2.0807357,10,168.95855
3.970237,9,169.003995
7.422712,11,169.066873
4.3575897,10,169.141081
6.0646944,11,169.2024
3.2730198,10,169.258218
8.368673,11,169.324801
7.082584,11,169.383233
6.012796,10,169.458273
5.9568257,10,169.510608
5.3484464,11,169.558448
5.676808,10,169.602946
3.7000003,11,169.668801
6.638228,11,172.947123
5.051908,9,173.005863
5.2939243,10,173.06801
8.173008,10,173.117264
6.916962,11,173.173239
4.7736235,9,173.235166
1.8397839,10,173.326051
8.661061,11,173.414459
7.2831254,11,173.472818
2.197843,11,173.532762
6.8907523,11,173.587644
3.176604,10,173.640932
1.3,10,173.697613
4.715064,10,173.754174
9.585719,11,173.828773
8.057001,10,173.884863
6.3201165,9,173.924871
4.35553,10,173.969797
4.465814,11,174.031858
7.491056,10,174.08987
7.8597183,11,174.165812
5.848728,9,174.218288
7.8661804,10,174.266955
4.4413476,11,174.339054
7.3281255,11,174.399494
3.5133412,10,174.474689
4.868603,10,174.541682
7.2252417,9,174.584841
1.9349906,10,174.632687
6.839278,10,174.68167
6.8986454,11,174.736214
2.266329,11,174.782118
6.069193,10,174.83618
7.959545,10,174.891077
8.591988,11,174.944018
7.2954783,10,174.998144
7.833273,10,175.092008
9.990659,11,175.15734
1.9908447,10,175.216517
5.422485,11,175.275399
5.557559,10,175.321168
9.229308,11,175.374159
7.14771,10,175.423557
4.9075017,10,175.474329
1.8694196,10,175.523131
2.2779963,10,175.573426
4.194989,11,175.642323
3.5353475,11,175.728773
7.5728016,11,175.795555
5.316847,10,175.85986
1.9296284,10,175.912322
-0.35,10,175.965061
8.6935215,10,176.015146
6.3993964,10,176.059414
4.150736,10,176.107951
8.514348,10,176.184887
4.286003,11,176.273128
4.204564,10,176.345681
7.0008683,10,176.406308
3.0184612,11,176.469459
2.2953608,10,176.528329
8.621902,10,176.576183
5.614772,11,176.637231
7.453044,9,176.701279
4.7875667,10,176.769494
7.0846014,11,176.848796
5.685788,10,176.915195
6.101642,10,176.96374
5.0361414,10,177.028327
2.1,9,177.071243
6.847967,10,177.118127
