steps,total_reward,max_alert_level,final_alert_level,total_data_exfiltrated,final_nodes_compromised,nodes_compromised_history,alert_level_history,data_exfiltrated_history,resources_left,action_distribution,model
10,4.3285589054344396,0.45478558905434435,0.45478558905434435,0.04785589054344391,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.44999999999999996, 0.451338498781587, 0.4523282419410401, 0.453580245915609, 0.45478558905434435]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01338498781587031, 0.023282419410401357, 0.03580245915609044, 0.04785589054344391]",0,"[1, 1, 4, 0, 4, 0]",DQN
10,4.339103626224414,0.15539103626224413,0.15539103626224413,0.053910362622441435,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.1504865924857717, 0.15369368014859777, 0.15539103626224413]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004865924857717101, 0.03693680148597779, 0.053910362622441435]",0,"[4, 1, 2, 0, 3, 0]",DQN
10,3.077624056600755,0.7537762405660076,0.7537762405660076,0.03776240566007547,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.75, 0.7537762405660076]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03776240566007547]",0,"[2, 1, 6, 0, 1, 0]",DQN
10,0.10000000000000007,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",DQN
10,0.050000000000000044,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,4.5201549743852505,0.005201549743852504,0.005201549743852504,0.05201549743852503,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003469545001238304, 0.005201549743852504]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034695450012383035, 0.05201549743852503]",0,"[6, 1, 1, 0, 2, 0]",DQN
10,5.048993222392516,0.10598993222392518,0.10598993222392518,0.05989932223925158,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.10425009601085221, 0.10484525572543577, 0.10531179549648978, 0.10598993222392518]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04250096010852204, 0.04845255725435757, 0.05311795496489764, 0.05989932223925158]",0,"[3, 2, 1, 0, 4, 0]",DQN
10,5.063016152172026,0.20613016152172028,0.20613016152172028,0.061301615217202614,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.05, 0.05, 0.2, 0.2, 0.201992822163185, 0.20510166045446004, 0.20562526713511842, 0.2057871628788881, 0.2057880675399174, 0.20613016152172028]","[0.0, 0.0, 0.0, 0.0, 0.01992822163185009, 0.05101660454460033, 0.056252671351184017, 0.057871628788880775, 0.05788067539917381, 0.061301615217202614]",0,"[1, 1, 2, 0, 6, 0]",DQN
10,4.412776161919442,0.15512776161919442,0.15512776161919442,0.05127761619194426,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.15090661400614455, 0.1541205474169201, 0.1546802947808697, 0.15492235224993567, 0.15512776161919442]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.009066140061445472, 0.04120547416920096, 0.046802947808696954, 0.04922352249935663, 0.05127761619194426]",0,"[2, 1, 2, 0, 5, 0]",DQN
10,4.76299103837876,0.05612991038378759,0.05612991038378759,0.06129910383787595,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.05, 0.05, 0.05, 0.05, 0.051653576990698356, 0.054292298780493235, 0.054900431354159174, 0.055711577283711844, 0.05612991038378759]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.016535769906983553, 0.04292298780493235, 0.049004313541591765, 0.057115772837118495, 0.06129910383787595]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,5.2865954993553235,0.0063659549935532345,0.0063659549935532345,0.06365954993553236,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.00043906922263178805, 0.002687625004194746, 0.004407492987027704, 0.0055173134808025465, 0.0063659549935532345]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.00439069222631788, 0.02687625004194746, 0.044074929870277044, 0.055173134808025465, 0.06365954993553236]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,0.10000000000000007,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",DQN
10,3.15,0.2,0.2,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.2, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[7, 1, 2, 0, 0, 0]",DQN
10,0.050000000000000044,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,4.921631091690259,0.15621631091690258,0.15621631091690258,0.06216310916902594,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.1542776883558962, 0.15513518657582, 0.15621631091690258]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04277688355896212, 0.05135186575820037, 0.06216310916902594]",0,"[4, 1, 2, 0, 3, 0]",DQN
10,5.261509094025823,0.056115090940258225,0.056115090940258225,0.061150909402582214,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05222165287036595, 0.05250278506976302, 0.05491024425651598, 0.05538054876139588, 0.056115090940258225]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.022216528703659536, 0.025027850697630187, 0.04910244256515977, 0.05380548761395876, 0.061150909402582214]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,4.214077794799837,0.15414077794799838,0.15414077794799838,0.04140777947998371,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.15234319803963975, 0.15321241020135193, 0.15414077794799838]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02343198039639755, 0.03212410201351931, 0.04140777947998371]",0,"[4, 1, 2, 0, 3, 0]",DQN
10,0.050000000000000044,0.05,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,4.0871742219917575,0.0013717422199175718,0.0013717422199175718,0.013717422199175718,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013717422199175718]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013717422199175718]",0,"[7, 1, 1, 0, 1, 0]",DQN
10,4.0197474381821445,0.0006974743818214431,0.0006974743818214431,0.0069747438182144305,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006974743818214431]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0069747438182144305]",0,"[7, 1, 1, 0, 1, 0]",DQN
10,4.695293410148454,0.005452934101484539,0.005452934101484539,0.05452934101484539,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0003824643435677241, 0.0032870643950691134, 0.003729693464082954, 0.004158784610581671, 0.005452934101484539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0038246434356772403, 0.032870643950691135, 0.03729693464082954, 0.04158784610581671, 0.05452934101484539]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,4.786709797552042,0.006867097975520415,0.006867097975520415,0.06867097975520416,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004090489273102962, 0.005936483488430473, 0.006616719573102323, 0.006867097975520415]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04090489273102962, 0.059364834884304725, 0.06616719573102323, 0.06867097975520416]",0,"[4, 1, 1, 0, 4, 0]",DQN
10,0.050000000000000044,0.1,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.05, 0.05, 0.1, 0.1, 0.1, 0.1, 0.1, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,4.528186276559173,0.004781862765591729,0.004781862765591729,0.04781862765591729,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003169849287101484, 0.004658903718306362, 0.004781862765591729]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03169849287101484, 0.04658903718306362, 0.04781862765591729]",0,"[5, 1, 1, 0, 3, 0]",DQN
10,4.142662427392262,0.10192662427392261,0.10192662427392261,0.019266242739226128,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.05, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.10192662427392261]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019266242739226128]",0,"[7, 1, 1, 0, 1, 0]",DQN
10,4.759700831957159,0.5555970083195716,0.5555970083195716,0.0559700831957157,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.1, 0.25, 0.4, 0.55, 0.55, 0.5532083703923225, 0.5555970083195716]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03208370392322482, 0.0559700831957157]",0,"[2, 2, 4, 0, 2, 0]",DQN
10,0.050000000000000044,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,5.268522890242185,0.006185228902421841,0.006185228902421841,0.06185228902421841,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0010884837654211318, 0.0044420301045487755, 0.004831569580681982, 0.005946107999469151, 0.006185228902421841]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.010884837654211317, 0.04442030104548776, 0.04831569580681982, 0.05946107999469151, 0.06185228902421841]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,5.281729092009171,0.006317290920091718,0.006317290920091718,0.06317290920091718,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0020788665954437962, 0.004974330929306177, 0.006013460244733146, 0.006238875250593722, 0.006317290920091718]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.02078866595443796, 0.04974330929306177, 0.06013460244733146, 0.06238875250593722, 0.06317290920091718]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,1.2,0.1,0.1,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[8, 2, 0, 0, 0, 0]",DQN
10,3.9991990123928267,0.15599199012392825,0.15599199012392825,0.059919901239282675,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.15160019138660302, 0.15382706854358685, 0.1541588166835064, 0.15559315856493347, 0.15599199012392825]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.016001913866030202, 0.038270685435868555, 0.041588166835064076, 0.055931585649334745, 0.059919901239282675]",0,"[2, 1, 2, 0, 5, 0]",DQN
10,1.570244848857042,0.6007024484885705,0.6007024484885705,0.0070244848857042045,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.05, 0.15000000000000002, 0.15000000000000002, 0.30000000000000004, 0.45000000000000007, 0.6000000000000001, 0.6007024484885705]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0070244848857042045]",0,"[4, 2, 3, 0, 1, 0]",DQN
10,4.853350436924349,0.006533504369243485,0.006533504369243485,0.06533504369243484,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.002784723309529697, 0.0034973384149603656, 0.003799818870391174, 0.0047409748196495655, 0.006026852486797089, 0.006533504369243485]","[0.0, 0.0, 0.0, 0.0, 0.02784723309529697, 0.03497338414960366, 0.037998188703911744, 0.047409748196495655, 0.06026852486797089, 0.06533504369243484]",0,"[2, 1, 1, 0, 6, 0]",DQN
10,4.26750556794513,0.002675055679451306,0.002675055679451306,0.02675055679451306,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010100618650400372, 0.002675055679451306]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010100618650400373, 0.02675055679451306]",0,"[6, 1, 1, 0, 2, 0]",DQN
10,4.091998098222728,0.45291998098222724,0.45291998098222724,0.029199809822272722,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.44999999999999996, 0.45291998098222724]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029199809822272722]",0,"[4, 1, 4, 0, 1, 0]",DQN
10,4.434537010954253,0.006845370109542541,0.006845370109542541,0.06845370109542538,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.003029269385947081, 0.005028958023827745, 0.0055370281119613285, 0.005784698624840738, 0.005803652372640891, 0.0066792673613298775, 0.006845370109542541]","[0.0, 0.0, 0.0, 0.030292693859470806, 0.05028958023827745, 0.05537028111961328, 0.05784698624840737, 0.05803652372640889, 0.06679267361329876, 0.06845370109542538]",0,"[1, 1, 1, 0, 7, 0]",DQN
10,4.727699936338915,0.005776999363389148,0.005776999363389148,0.05776999363389146,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0024297106697566987, 0.0036087381737237474, 0.004610685538045212, 0.005442491303368734, 0.005776999363389148]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.024297106697566986, 0.03608738173723747, 0.04610685538045211, 0.054424913033687315, 0.05776999363389146]",0,"[3, 1, 1, 0, 5, 0]",DQN
10,0.050000000000000044,0.05,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1,"[9, 0, 0, 0, 0, 1]",DQN
10,4.363159393471419,0.05413159393471419,0.05413159393471419,0.041315939347141874,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05413159393471419]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041315939347141874]",0,"[7, 1, 1, 0, 1, 0]",DQN
10,3.9302079425136602,0.2568020794251366,0.2568020794251366,0.06802079425136606,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.25, 0.25, 0.25219685259792407, 0.25356405008097693, 0.25549608457822787, 0.25650776975293377, 0.2568020794251366]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.021968525979240563, 0.035640500809769035, 0.0549608457822785, 0.06507769752933747, 0.06802079425136606]",0,"[1, 2, 2, 0, 5, 0]",DQN
10,3.6168049865909264,0.20416804986590928,0.20416804986590928,0.041680498659092645,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.2, 0.20234708516031996, 0.20416804986590928]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023470851603199405, 0.041680498659092645]",0,"[4, 3, 1, 0, 2, 0]",DQN
10,4.461569739047308,0.45611569739047303,0.45611569739047303,0.06115697390473067,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.44999999999999996, 0.4535186823542741, 0.45517696553092535, 0.455485229689527, 0.45611569739047303]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035186823542741455, 0.05176965530925384, 0.05485229689527028, 0.06115697390473067]",0,"[1, 1, 4, 0, 4, 0]",DQN
10,1.655410050787112,0.1500541005078711,0.1500541005078711,0.0005410050787111941,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.1500541005078711]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005410050787111941]",0,"[7, 1, 1, 0, 1, 0]",DQN
10,1.35,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",DQN
10,5.424877204239867,0.006748772042398672,0.006748772042398672,0.06748772042398672,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0035179745220003025, 0.0035779718304572365, 0.00576164239284631, 0.006275048266403228, 0.006482226703700363, 0.006715988628399333, 0.006748772042398672]","[0.0, 0.0, 0.0, 0.03517974522000302, 0.03577971830457236, 0.0576164239284631, 0.06275048266403227, 0.06482226703700363, 0.06715988628399333, 0.06748772042398672]",0,"[1, 1, 1, 0, 7, 0]",DQN
10,4.3917496634556965,0.0014174966345569646,0.0014174966345569646,0.014174966345569645,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014174966345569646]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014174966345569645]",0,"[7, 1, 1, 0, 1, 0]",PPO
10,6.377776508381075,0.12477776508381075,0.12477776508381075,0.24777765083810746,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.12477776508381075]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24777765083810746]",0,"[6, 2, 1, 0, 1, 0]",PPO
10,0.75,0.1,0.1,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
10,7.832236593687502,0.03682236593687502,0.03682236593687502,0.3682236593687502,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027704396744759628, 0.029756013189578327, 0.03682236593687502]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2770439674475963, 0.2975601318957833, 0.3682236593687502]",0,"[5, 1, 1, 0, 3, 0]",PPO
10,1.4,0.35,0.35,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[6, 3, 1, 0, 0, 0]",PPO
10,3.3499999999999996,0.2,0.2,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.2, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[7, 1, 2, 0, 0, 0]",PPO
10,8.324384931153661,0.03624384931153662,0.0,0.36243849311536613,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.008253399882432177, 0.03074375385708265, 0.03224616203898685, 0.03583887605932908, 0.03624384931153662, 0]","[0.0, 0.0, 0.0, 0.0, 0.08253399882432177, 0.30743753857082645, 0.3224616203898685, 0.3583887605932908, 0.36243849311536613, 0.36243849311536613]",-1,"[2, 1, 1, 0, 5, 1]",PPO
10,3.9797196363217093,0.6607971963632171,0.6607971963632171,0.10797196363217093,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.2, 0.2, 0.35, 0.5, 0.65, 0.65, 0.6607971963632171]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10797196363217093]",0,"[2, 3, 4, 0, 1, 0]",PPO
10,7.12585332355348,0.33425853323553484,0.03425853323553485,0.34258533235534794,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.3, 0.3, 0.3066273604219871, 0.32686287928259883, 0.33425853323553484, 0.03425853323553485]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06627360421987116, 0.268628792825988, 0.34258533235534794, 0.34258533235534794]",-1,"[2, 1, 3, 0, 3, 1]",PPO
10,8.251008032507581,0.1365100803250758,0.0,0.3651008032507579,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.1, 0.12712006939030007, 0.12789439962640856, 0.13508718111596232, 0.13508718111596232, 0.1365100803250758, 0]","[0.0, 0.0, 0.0, 0.0, 0.27120069390300067, 0.2789439962640854, 0.3508718111596231, 0.3508718111596231, 0.3651008032507579, 0.3651008032507579]",-1,"[2, 2, 1, 0, 4, 1]",PPO
10,6.9313891496241276,0.5878138914962413,0.5878138914962413,0.37813891496241264,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.25, 0.4, 0.55, 0.55, 0.5520947442565616, 0.5756314781471146, 0.5878138914962413]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020947442565615565, 0.2563147814711456, 0.37813891496241264]",0,"[1, 2, 4, 0, 3, 0]",PPO
10,-5.3,1.0,1.0,0.0,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.1, 0.25, 0.4, 0.55, 0.7000000000000001, 0.8500000000000001, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[2, 2, 6, 0, 0, 0]",PPO
10,7.744585825857563,0.03594585825857562,0.03594585825857562,0.3594585825857562,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0004053763704992715, 0.02650785138081668, 0.029782952486248696, 0.03452614696427573, 0.03594585825857562]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0040537637049927145, 0.26507851380816677, 0.2978295248624869, 0.3452614696427573, 0.3594585825857562]",0,"[3, 1, 1, 0, 5, 0]",PPO
9,8.562865841763108,0.1911286584176311,0.0,0.4112865841763108,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.15, 0.15714980789540625, 0.17286650164070463, 0.1894642959939305, 0.1911286584176311, 0]","[0.0, 0.0, 0.0, 0.0, 0.07149807895406246, 0.22866501640704617, 0.3946429599393048, 0.4112865841763108, 0.4112865841763108]",0,"[1, 1, 2, 0, 4, 1]",PPO
10,8.030490821981246,0.18580490821981244,0.0,0.3580490821981245,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.15, 0.150940314218705, 0.1759729371717254, 0.1783098406900488, 0.18023068323065589, 0.18580490821981244, 0]","[0.0, 0.0, 0.0, 0.0, 0.009403142187049927, 0.2597293717172541, 0.283098406900488, 0.30230683230655897, 0.3580490821981245, 0.3580490821981245]",-1,"[1, 1, 2, 0, 5, 1]",PPO
10,7.646990083427588,0.38596990083427585,0.08596990083427586,0.35969900834275886,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.2, 0.2, 0.35, 0.35, 0.35903707908967464, 0.3759180008911029, 0.38596990083427585, 0.08596990083427586]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09037079089674636, 0.2591800089110291, 0.35969900834275886, 0.35969900834275886]",-1,"[1, 3, 2, 0, 3, 1]",PPO
9,8.059851610412258,0.1405985161041226,0.0,0.40598516104122573,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.1, 0.11786995109578585, 0.12690032449706176, 0.1405985161041226, 0.1405985161041226, 0]","[0.0, 0.0, 0.0, 0.0, 0.17869951095785844, 0.26900324497061745, 0.40598516104122573, 0.40598516104122573, 0.40598516104122573]",0,"[2, 2, 1, 0, 3, 1]",PPO
